Title,Short Name,HSN Code,Barcode,Tax,MRP,Sale Price,Opening Stock,Purchase Price,Weight,Item Category,Company,Sub Category,Item Company Category,Minimum Quantity,Maximum Quantity,Reorder Quantity
GOLDEN NUT SPICY TREAT MAKHANA FOX NUTS 60GM,GOLDEN NUT SPICY TRE,0,8906001861089,Tax 5%,100.00,100.00,-1.000,71.45,0.000,FRUITS & VEGETABLES,GOLDEN NUT,DRY FRUITS,,,,
GOLDEN NUT ALMONDS LIGHTLY SALTED 100GM,GOLDEN NUT ALMONDS L,0,8906001860549,Tax 5%,140.00,140.00,0.000,100.00,0.000,FRUITS & VEGETABLES,GOLDEN NUT,DRY FRUITS,,,,
GOLDEN NUT WALNUT KERNALS 200GM,GOLDEN NUT WALNUT KE,0,8906001860891,Tax 5%,370.00,370.00,0.000,264.29,0.000,FRUITS & VEGETABLES,GOLDEN NUT,DRY FRUITS,,,,
GOLDEN NUT CASHEWNUT ROASTED N SALTED 100GM,GOLDEN NUT CASHEWNUT,0,8906001860532,Tax 5%,150.00,150.00,0.000,107.15,0.000,FRUITS & VEGETABLES,GOLDEN NUT,DRY FRUITS,,,,
GOLDEN NUT PISTACHIOS ROASTED N SALTED 200GM,GOLDEN NUT PISTACHIO,0,8906001865292,Tax 5%,350.00,350.00,0.000,250.00,0.000,FRUITS & VEGETABLES,GOLDEN NUT,DRY FRUITS,,,,
GOLDEN NUT CALIFORNIA ALMONDS ROASTED N SALTED 200GM,GOLDEN NUT ALMONDS,0,8906001860129,Tax 5%,270.00,270.00,0.000,192.86,0.000,FRUITS & VEGETABLES,GOLDEN NUT,DRY FRUITS,,,,
GOLDEN NUT CASHEWNUT ROASTED N SALTED 200GM,GOLDEN NUT CASHEWNUT,0,8906001865308,Tax 5%,290.00,290.00,0.000,207.16,0.000,FRUITS & VEGETABLES,GOLDEN NUT,DRY FRUITS,,,,
GOLDEN NUT CASHEWNUT ROASTED MASALA 200GM,GOLDEN NUT CASHEWNUT,0,8906001860907,Tax 5%,290.00,290.00,0.000,207.16,0.000,FRUITS & VEGETABLES,GOLDEN NUT,DRY FRUITS,,,,
GOLDEN NUT CALIFORNIA ALMONDS 200GM,GOLDEN NUT CALIFORNI,0,8906001860808,Tax 5%,220.00,220.00,0.000,157.15,0.000,FRUITS & VEGETABLES,GOLDEN NUT,DRY FRUITS,,,,
GOLDEN NUT PISTACHIOS ROASTED N SALTED 100GM,GOLDEN NUT PISTACHIO,0,8906001860556,Tax 5%,175.00,175.00,0.000,125.00,0.000,FRUITS & VEGETABLES,GOLDEN NUT,DRY FRUITS,,,,
GOLDEN NUT MIX NUTS ROASTED 200GM,GOLDEN NUT MIX NUTS,0,8906001860761,Tax 5%,270.00,270.00,0.000,192.86,0.000,FRUITS & VEGETABLES,GOLDEN NUT,DRY FRUITS,,,,
GOLDEN NUT CASHEW 200GM,GOLDEN NUT CASHEW,0,8906001860815,Tax 5%,290.00,290.00,0.000,207.15,0.000,FRUITS & VEGETABLES,GOLDEN NUT,DRY FRUITS,,,,
GOLDEN NUT MIX NUTS 200GM,GOLDEN NUT MIX NUTS,0,8906001860839,Tax 5%,270.00,270.00,0.000,192.86,0.000,FRUITS & VEGETABLES,GOLDEN NUT,DRY FRUITS,,,,
GOLDEN NUT DRY FIGS ANJEER 250GM,GOLDEN NUT DRY FIGS,0,8906001860846,Tax 5%,285.00,285.00,0.000,203.58,0.000,FRUITS & VEGETABLES,GOLDEN NUT,DRY FRUITS,,,,
GOLDEN NUT GOLDEN RAISIN(ABJOSH) 200GM,GOLDEN NUT GOLDEN,0,8906001860853,Tax 5%,250.00,250.00,0.000,178.60,0.000,FRUITS & VEGETABLES,GOLDEN NUT,DRY FRUITS,,,,
BRITANNIA CHEESE SPREADZ FOUR PEPPER TANGO 180GM,BRITANNIA CHEESE SPR,4063000,8901063410046,GST @12%,85.00,85.00,0.000,69.63,0.000,BREAD AND DAIRY,BRITANNIA ,DAIRY PRODUCTS,,,,
NIVEA SHOWER GEL POWER FRUIT FRESH 500ML,NIVEA SHOWER GEL POW,0,4005808914678,GST @12%,339.00,339.00,0.000,273.94,0.000,PERSONAL CARE,NIVEA,SKIN CARE,,,,
NIVEA SHOWER CREAM  CREME CARE 500ML,NIVEA SH.CREAM CARE,34013019,8904256001045,GST @28%,299.00,299.00,0.000,241.62,0.000,PERSONAL CARE,NIVEA,SKIN CARE,,,,
PASSPASS MOUTH FRESHENER 20GM,PASSPASS MOUTH FRESH,2008,8901389000105,GST @12%,10.00,10.00,21.000,7.14,0.000,CHOCOLATES;SWEETS AND CANDIES,PASSPASS,TOFFEES AND CANDY,,,,
PEDIGREE PUPPY CHICKEN & MILK COMBO 4KG,PEDIGREE PUPPY CHICK,23091000,8906002482603,GST @18%,600.00,600.00,0.000,423.73,0.000,PET FOOD,PEDIGREE,,,,,
HERSHEYS SYRUP CARAMEL 623GM,HERSHEYS SYRUP CARAM,21069099,8901071211192,GST @18%,200.00,200.00,1.000,131.90,623.000,SAUCES;JAMS;PICKLES,HERSHEYS,SACUES,,,,
QUAKER OATS TOMATO VEGGIES 400GM,QUAKER OATS TOMATO V,190490000,8901491703017,GST @18%,135.00,135.00,0.000,105.13,0.000,BREAKFAST CEREALS,QUAKER,FLAKES;CHOCOS;LOOPS;CEREALS,,,,
SWISS NATUREN CHICKEN KEEMA 200GM,S. NATUREN CHCK KEEM,0,8906015100730,Tax 5%,130.00,130.00,0.000,87.61,0.000,FROZEN FOODS;ICE-CREAM,SWISS NATURE,FROZEN NON VEG,,,,
AMUL ICE CREAM AFGHAN DRY FRUIT BUY 1 GET 1 FREE 750ML,AMUL ICE CREAM AFGHA,0,8901262173230,GST @12%,210.00,210.00,0.000,154.00,0.000,FROZEN FOODS;ICE-CREAM,AMUL,ICE CREAM,,,,
AMUL ICE CREAM CONE BELGIAN CHOCOLATE 125ML,AMUL ICE CREAM CONE,2105,8901262178211,GST @18%,40.00,40.00,2.000,29.33,0.000,FROZEN FOODS;ICE-CREAM,AMUL,ICE CREAM,,,,
AMUL ICE CREAM EPIC ALPHONSO GOLD 80ML,AMUL ICE CREAM EPIC,2105,8901262178174,GST @18%,40.00,40.00,0.000,27.11,0.000,FROZEN FOODS;ICE-CREAM,AMUL,ICE CREAM,,,,
DERMI COOL PRICKLY HEAT POWDER CITRUS 150GM,DERMI COOL PRICKLY H,30049011,8901177001925,GST @12%,90.00,90.00,1.000,69.88,0.000,PERSONAL CARE,DERMI COOL,SKIN CARE,,,,
TOPS INSTANT MIX KESAR PISTA KULFI 100GM,TOPS INSTANT MIX KES,0,846597031047,GST @12%,70.00,70.00,0.000,55.55,0.000,SAUCES;JAMS;PICKLES,TOPS,READY BAKING MIXES,,,,
SUNFEAST DIGESTIVE ALL GOOD FIBRE NO ADDED SUGAR,SUNFEAST DIGESTIVE A,1905,8901725131340,GST @18%,25.00,25.00,3.000,19.06,0.000,BISCUITS,SUNFEAST,DIGESTIVE BISCUITS,,,,
SUNFEAST NICE SUGAR BISCUIT 75GM,SUNFEAST NICE SUGAR,1905,8901725134310,GST @18%,10.00,10.00,2.000,7.62,0.000,BISCUITS,SUNFEAST,GLUCOSE;MARIE AND MILK BISCUITS,,,,
HE DEO LAGOON 122ML,HE DEO LAGOON 122ML,3307,8901248268301,GST @28%,210.00,210.00,0.000,162.32,0.000,PERSONAL CARE,HE,DEOS AND PERFUMES,,,,
HE DEO ARCTIC 122ML,HE DEO ARCTIC 122ML,3307,8901248268332,GST @18%,225.00,225.00,2.000,116.62,0.000,PERSONAL CARE,HE,DEOS AND PERFUMES,,,,
PARACHUTE ADVANSED HAIR OIL AYURVEDIC GOLD 100ML,PARACHUTE ADVANSED H,0,8901088093361,GST @12%,99.00,99.00,0.000,58.20,0.000,PERSONAL CARE,PARACHUTE,HAIR CARE,,,,
HOKEY POKEY SALTED CARAMEL,HOKEY POCKEY SALTED,0,8906059631122,GST @12%,275.00,275.00,0.000,190.76,0.000,FROZEN FOODS;ICE-CREAM,HOKEY POKEY,ICE CREAM,,,,
CRYSTALALL PURPOSE LASER EDGE KNIFE,CRYSTALALL PURPOSE L,82119200,8901200002073,GST @12%,50.00,50.00,0.000,28.57,0.000,HOUSEHOLD;KITCHEN;BATHROOM,CRYSTAL,KITCHEN ACCESSORIES,,,,
CRYSTAL ALL PURPOSE LASER PLAIN KNIFE,CRYSTAL ALL PURPOSE,80119200,8901200002080,GST @12%,50.00,50.00,0.000,28.57,0.000,HOUSEHOLD;KITCHEN;BATHROOM,CRYSTAL,KITCHEN ACCESSORIES,,,,
SUNSILK CONDITIONER LONG AND HEALTHY GROWTH 80ML,SUNSILK CONDITIONER,33051090,8901030610929,GST @18%,71.00,71.00,1.000,51.97,0.000,PERSONAL CARE,SUNSLIK,HAIR CARE,,,,
IFB PRAWN STICKS 200GM,IFB PRAWN STICKS 200,0,8132100008098,Tax 5%,175.00,175.00,0.000,125.00,0.000,FROZEN FOODS;ICE-CREAM,IFB,FROZEN NON VEG,,,,
IFB BASA FISH PORTIONS 500GM,IFB BASA FISH PORTIO,0,8132100006032,Tax 5%,280.00,280.00,0.000,200.00,0.000,FROZEN FOODS;ICE-CREAM,IFB,FROZEN NON VEG,,,,
IFB PRAWN TORPEDOS 150GM,IFB PRAWN TORPEDOS 1,0,8132100008081,Tax 5%,220.00,220.00,0.000,200.00,0.000,FROZEN FOODS;ICE-CREAM,IFB,FROZEN NON VEG,,,,
IFB BUTTERFLY SHRIMPS 150GM,IFB BUTTERFLY SHRIMP,0,8132100008029,Tax 5%,195.00,195.00,0.000,150.00,0.000,FROZEN FOODS;ICE-CREAM,IFB,FROZEN NON VEG,,,,
GODREJ HANDWASH PROTEKT MASTER CHEF 4X 180ML,GODREJ HANDWASH PROT,3401,8901023014123,GST @28%,138.00,138.00,0.000,99.83,0.000,HOUSEHOLD;KITCHEN;BATHROOM,GODREJ,BATHROOM ACCESSORIES,,,,
GODREJ NO.1 SOAP LIME REFRESHING 60GM,GODREJ CINTHOL DEO S,0,8901023015731,GST @12%,40.00,40.00,0.000,32.92,0.000,PERSONAL CARE,GODREJ,SKIN CARE,,,,
MAPRO PINK GUAVA CRUSH 750ML,MAPRO PINK GUAVA CRU,2007,8901044476160,Tax 5%,144.00,144.00,0.000,116.25,0.000,DRINKS AND BEVERAGES,MAPRO,FRUIT DRINKS AND JUICES,,,,
MAPRO LIME JUICE CORDIAL 750ML,MAPRO LIME JUICE COR,0,8901044570578,Tax 5%,117.00,117.00,0.000,94.43,0.000,DRINKS AND BEVERAGES,MAPRO,FRUIT DRINKS AND JUICES,,,,
VICCO TURMERIC WSO CREAM 30GM,VICCO TURMERIC  30GM,3304,8901288230306,GST @5%,62.00,62.00,2.000,53.68,0.000,PERSONAL CARE,VICCO,SKIN CARE,,,,
VICCO TURMERIC WSO CREAM 60GM,VICCO TURMERIC WSO C,3004,8901288230603,GST @5%,117.00,117.00,3.000,101.30,0.000,PERSONAL CARE,VICCO,SKIN CARE,,,,
WILD STONE DEO CODE TITANIUM BODY PERFUME 120ML,WILD STONE DEO CODE,3303,8904006306208,GST @18%,230.00,230.00,0.000,161.02,0.000,PERSONAL CARE,WILD STONE,DEOS AND PERFUMES,,,,
WILD STONE BODY PERFUME GOLD 120ML,WILD STONE BODY PERF,3303,8904006306215,GST @18%,250.00,250.00,0.000,161.02,0.000,PERSONAL CARE,WILD STONE,DEOS AND PERFUMES,,,,
WILD STONE DEO PLATINUM BODY PERFUME 120ML,WILD STONE DEO PLATI,3303,8904006306192,GST @18%,230.00,230.00,0.000,161.02,0.000,PERSONAL CARE,WILD STONE,DEOS AND PERFUMES,,,,
WILD STONE TALC COOL MENTHOL SEA MINERALS,WILD STONE TALCUM CO,3401,8904006306154,GST @18%,65.00,65.00,0.000,48.06,0.000,PERSONAL CARE,WILD STONE,SKIN CARE,,,,
PARLE MEXITOS NACHO CHIPS BUY2GET1FREE210GM,PARLE MEXITOS NACHO,0,8901,GST @12%,100.00,100.00,0.000,77.29,0.210,SNACKS;CHIPS,PARLE,CHIPS,,,,
PARLE CREAMAX ECLAIRS 223GM,PARLE CREAMAX ECLAIR,0,8901719102578,GST @12%,50.00,50.00,0.000,38.64,0.223,CHOCOLATES;SWEETS AND CANDIES,PARLE,TOFFEES AND CANDY,,,,
PARLE MANGO BITE 396GM,PARLE MANGO BITE 396,17049020,8901719109645,GST @12%,100.00,100.00,1.000,77.64,0.000,CHOCOLATES;SWEETS AND CANDIES,PARLE,TOFFEES AND CANDY,,,,
NESTLE MILKY BAR ECLAIRS STRAWBERRY 340GM,NESTLE MILKY BAR ECL,0,8901058844818,GST @12%,100.00,100.00,0.000,74.70,0.000,CHOCOLATES;SWEETS AND CANDIES,NESTLE,TOFFEES AND CANDY,,,,
TWININGS DARJEELING TEA 100 TEA BAGS,TWININGS DARJEELING,902,070177049348,GST @5%,830.00,830.00,1.000,705.80,0.000,HOUSEHOLD;KITCHEN;BATHROOM,TWININGS,TEA AND COFFEE,,,,
CENTRE FRESH COLA CHEWING GUM,CENTRE FRESH COLA CH,0,8901393016383,GST @12%,1.00,1.00,0.000,0.79,0.000,CHOCOLATES;SWEETS AND CANDIES,CENTRE FRESH,TOFFEES AND CANDY,,,,
MOTHER DAIRY ICE CREAM VANILLA 2LTRS,MOTHER DAIRY ICE CRE,0,8901648031017,GST @12%,220.00,220.00,0.000,163.75,0.000,FROZEN FOODS;ICE-CREAM,MOTHER DAIRY,ICE CREAM,,,,
DANONE GREEK STYLE DAHI 400GM,DANONE GREEK STYLE D,0,8908000998865,GST @0%,65.00,65.00,0.000,59.10,0.000,HOUSEHOLD;KITCHEN;BATHROOM,DANONE,DAIRY PRODUCTS,,,,
GOLDEN NUT CLASSIC SALTED MAKHANA NUTS 60GM,GOLDEN NUT CLASSIC S,0,8906001861133,Tax 5%,100.00,100.00,1.000,85.00,0.000,SNACKS;CHIPS,GOLDEN NUT,SNACKS,,,,
PEARS SOAP PURE AND GENTLE GLYCERIN NATURAL OILS 3X75GM,PEARS SOAP PURE AND,34011190,8901030711862,GST @18%,105.00,105.00,0.000,79.09,0.000,PERSONAL CARE,PEARS,SKIN CARE,,,,
GOWARDHAN TOP UP MILK ROSE FLAVOUR 200ML,GOWARDHAN TOPP UP MI,0,8906001021698,Tax 5%,25.00,25.00,0.000,19.05,0.000,DRINKS AND BEVERAGES,GOWARDHAN,MILK BEVERAGES,,,,
COLGATE TOOTH BRUSH ZIG ZAG MEDIUM 1N,COLGATE TOOTHBRUSH Z,9603,8901314307156,GST @18%,25.00,25.00,7.000,15.69,0.000,PERSONAL CARE,COLGATE,ORAL CARE,,,,
DHAMPURE SULPHURLESS SUGAR WHITE 1KG,DHAMPURE SULPHURLESS,0,8902195070627,GST @0%,53.00,53.00,0.000,46.25,0.000,HOUSEHOLD;KITCHEN;BATHROOM,DHAMPUR SUGAR,KITCHEN ACCESSORIES,,,,
DAURALA BROWN SUGAR 1KG,DAURALA BROWN SUGAR,17011490,15182,GST @12%,135.00,135.00,1.000,95.00,0.000,HOUSEHOLD;KITCHEN;BATHROOM,DAURALA,HOUSEHOLD ACCESSORIES,,,,
GLADE GEL FRESHNER FRESH LEMON 70GM,GLADE GEL FRESHNER F,33074,4801234159832,GST @18%,75.00,75.00,0.000,57.78,0.000,HOUSEHOLD;KITCHEN;BATHROOM,GLADE,HOUSEHOLD ACCESSORIES,,,,
GLADE GEL FRESHNER CLEAN LINEN,GLADE GEL FRESHNER C,3307,4801234159856,GST @18%,75.00,75.00,1.000,57.78,0.000,HOUSEHOLD;KITCHEN;BATHROOM,GLADE,HOUSEHOLD ACCESSORIES,,,,
GLADE GEL FRESHNER FLORAL PERFECTION 70GM,GLADE GEL FRESHNER F,33074,4801234159863,GST @18%,75.00,75.00,2.000,57.78,0.000,HOUSEHOLD;KITCHEN;BATHROOM,GLADE,HOUSEHOLD ACCESSORIES,,,,
SOLANO COFFEE TOFFEE 1GM,SOLANO COFFEE TOFFEE,17049030,4043041010399,GST @12%,1.00,1.00,0.000,0.74,0.000,CHOCOLATES;SWEETS AND CANDIES,SOLANO,TOFFEES AND CANDY,,,,
GARNIER SKIN NATURAL WHITE COMPLETE PACK,GARNIER SKIN NATURAL,0,8901526989072,GST @12%,85.00,85.00,0.000,65.70,0.000,PERSONAL CARE,GARNIER,SKIN CARE,,,,
DETTOL HAND WASH GOLD LIQUID DAILY CLEAN 185ML,DETTOL HW GLD LIQ ,340130,8901396325208,GST @18%,46.00,46.00,0.000,35.44,0.000,PERSONAL CARE,DETTOL,SKIN CARE,,,,
DETTOL HAND WASH GOLD LIQUID CLASSIC CLEAN 175ML,DETTOL HW GLD CL CLN,340130,8901396313700,GST @18%,57.00,57.00,2.000,43.92,0.000,PERSONAL CARE,DETTOL,SKIN CARE,,,,
AMUL ICE CREAM RAJ BHOG KULFI 60ML,AMUL ICE CREAM RAJ B,2105000,8901262176521,GST @18%,20.00,20.00,0.000,13.98,0.000,FROZEN FOODS;ICE-CREAM,AMUL,ICE CREAM,,,,
LAYS MAXX HOT N SOUR PUNCH 58GM,LAYS MAXX HOT N SOUR,210690,8901491982641,GST @12%,35.00,35.00,6.000,26.98,0.000,SNACKS;CHIPS,LAYS,CHIPS,,,,
CORNITOS NACHO CRISPS TIKKA MASALA 150GM,CORNITOS NACHO CRISP,21069099,8908001017916,GST @12%,85.00,85.00,5.000,60.91,0.000,SNACKS;CHIPS,CORNITOS,CHIPS,,,,
FRUBALL JELLY 260GM,FRUBALL JELLY 260GM,0,8908006183104,Tax 5%,50.00,50.00,0.000,38.10,0.000,CHOCOLATES;SWEETS AND CANDIES,FRUBALL,TOFFEES AND CANDY,,,,
AMUL ALMOND BAR 35GM,AMUL ALMOND BAR 35GM,0,8901262070096,GST @12%,20.00,20.00,0.000,15.64,0.000,CHOCOLATES;SWEETS AND CANDIES,AMUL,CHOCOLATES,,,,
PASEO ELEGANT HYGENICSTRONGAND NATURAL,PASEO ELEGANT HYGENI,0,8907250411018,Tax 5%,80.00,80.00,0.000,52.55,0.000,HOUSEHOLD;KITCHEN;BATHROOM,PASEO,SANITARY NEEDS,,,,
MOTHERS RECIPE ANDHRA AVAKAYA PICKLE 300GM,MOTHERS RECIPE ANDHR,0,8906001050032,Tax 5%,67.00,67.00,0.000,58.00,0.000,SAUCES;JAMS;PICKLES,MOTHERS RECIPE,PICKLES,,,,
CLOSEUP TOOTH PASTE FRESH ACTION RED HOT 25GM,CLOSE UP FRESH ACTIO,33061020,8901030596780,GST @12%,10.00,10.00,-3.000,7.73,0.000,PERSONAL CARE,CLOSE UP,ORAL CARE,,,,
CLOSEUP TOOTH PASTE FRESH ACTION PEPPERMINT 80GM,CLOSEUP THOOTHPASTE,33061020,8901030591044,GST @18%,50.00,50.00,1.000,38.52,0.000,PERSONAL CARE,CLOSE UP,ORAL CARE,,,,
CLOSEUP TOOTH PASTE FRESH ACTION PEPPERMINT 150GM,CLOSEUP TOOTHPASTE P,33061020,8901030591037,GST @18%,94.00,94.00,3.000,72.42,0.000,PERSONAL CARE,CLOSE UP,ORAL CARE,,,,
STIC STAMP AND COLOR ART SET 10PCS,STIC STAMP AND COLOR,0,8904101265035,Tax 5%,300.00,300.00,0.000,210.00,0.000,STATIONERY,STIC,,,,,
STIC COLOR STIX 24 JUMBO PENS,STIC COLOR STIX 24 P,0,8904101235243,Tax 5%,225.00,225.00,0.000,150.00,0.000,STATIONERY,STIC,,,,,
STIC COLOR STIX 15 JUMBO PENS,STIC COLOR STIX 15 P,0,8904101235007,Tax 5%,140.00,140.00,0.000,100.00,0.000,STATIONERY,STIC,,,,,
STIC COLOR STIX 50 OIL PASTELS,STIC COLOR STIX 50,0,8904101246058,Tax 5%,190.00,190.00,0.000,142.50,0.000,STATIONERY,STIC,,,,,
STIC COLOR STIX 12 JUMBO PENS,STIC COLOR STIX 12 J,0,8904101235014,Tax 5%,120.00,120.00,0.000,85.71,0.000,STATIONERY,STIC,,,,,
STIC COLOR STIX 8 JUMBO PENS,STIC COLOR STIX 8 JU,0,8904101235021,Tax 5%,80.00,80.00,0.000,57.14,0.000,STATIONERY,STIC,,,,,
STIC STAMP AND COLOR ART SET 5 PENS,STIC STAMP AND COLOR,0,8904101265028,Tax 5%,150.00,150.00,0.000,105.00,0.000,STATIONERY,STIC,,,,,
STIC COLOR STIX 20 PENS,STIC COLOR STIX 20 P,0,8904101235038,Tax 5%,45.00,45.00,0.000,33.75,0.000,STATIONERY,STIC,,,,,
STIC STAMPOZZ STAMPER COLOR SET 8 PENS,STIC STAMPER COLOR S,0,8904101246119,Tax 5%,100.00,100.00,0.000,75.00,0.000,STATIONERY,STIC,,,,,
STIC COLOR STIX MINI 12 PENS,STIC COLOR STIX MINI,0,8904101235168,Tax 5%,15.00,15.00,0.000,12.00,0.000,STATIONERY,STIC,,,,,
STIC COLOR STIX WAX CRAYONS 12 SAHDES,STIC COLOR STIX WAX,0,8904101246096,Tax 5%,10.00,10.00,0.000,8.00,0.000,STATIONERY,STIC,,,,,
YARDLEY TALC GENTLEMAN CITRUS & WOOD 100GM,YARDLEY TALC GENTLEM,34019120,8903105010788,GST @28%,85.00,80.00,0.000,59.83,0.000,PERSONAL CARE,YARDLEY,DEOS AND PERFUMES,,,,
YARDLEY TALC GENTLEMAN CITRUS & WOOD 250GM,YARDLEY TAGENTLEMAN,34019120,8903105010771,GST @28%,170.00,170.00,0.000,119.65,0.000,PERSONAL CARE,YARDLEY,DEOS AND PERFUMES,,,,
YARDLEY TALC MORNING DEW 100GM,YARDLEY TALC MORNING,34019120,8903105010818,GST @12%,85.00,85.00,0.000,68.11,0.000,PERSONAL CARE,YARDLEY,DEOS AND PERFUMES,,,,
YARDLEY TALC MORNING DEW 250GM,YARDLEY TALC MORNING,33049120,8903105010801,GST @18%,160.00,160.00,1.000,122.16,0.000,PERSONAL CARE,YARDLEY,DEOS AND PERFUMES,,,,
YARDLEY PERFUME MORNING DEW 120ML,YARDLEY MORNING DEW,0,8903105001168,GST @12%,275.00,275.00,0.000,220.22,0.000,PERSONAL CARE,YARDLEY,DEOS AND PERFUMES,,,,
YARDLEY PERFUME LONDON MIST 120ML,YARDLEY PERFUME LOND,0,8903105001151,GST @12%,275.00,275.00,0.000,220.22,0.000,PERSONAL CARE,YARDLEY,DEOS AND PERFUMES,,,,
YARDLEY PERFUME ENGLISH LAVENDER 120ML,YARDLEY PERFUME ENGL,0,8903105001137,GST @12%,275.00,275.00,0.000,220.22,0.000,PERSONAL CARE,YARDLEY,DEOS AND PERFUMES,,,,
YARDLEY PERFUME ENGLISH ROSE 120ML,YARDLEY PERFUME ENGL,0,8903105001144,GST @12%,275.00,275.00,0.000,220.22,0.000,PERSONAL CARE,YARDLEY,DEOS AND PERFUMES,,,,
YARDLEY PERFUME POISE 150ML,YARDLEY PERFUME POIS,0,8903105000314,GST @12%,249.00,249.00,0.000,199.39,0.000,PERSONAL CARE,YARDLEY,DEOS AND PERFUMES,,,,
YARDLEY PERFUME FEATHER 150ML,YARDLEY PERFUME FEAT,0,8903105000321,GST @12%,249.00,249.00,0.000,199.39,0.000,PERSONAL CARE,YARDLEY,DEOS AND PERFUMES,,,,
GODREJ GERM PROTECTION 3X125GM,GODREJ GERM PROTECTI,3401,8901023015311,GST @18%,68.00,68.00,6.000,46.10,0.000,HOUSEHOLD;KITCHEN;BATHROOM,GODREJ,SKIN CARE,,,,
GODREJ CINTHOL DEO STICK WOMEN SWIRL 40GM,GODREJ CINTHOL DEO S,3307,8901023014420,GST @18%,60.00,60.00,2.000,45.76,0.000,PERSONAL CARE,GODREJ,SKIN CARE,,,,
SPICY KACCHA MANGO BITE RS1,SPICY KACCHA MANGO B,0,8901719105821,GST @12%,1.00,1.00,0.000,0.77,0.000,CHOCOLATES;SWEETS AND CANDIES,PARLE,TOFFEES AND CANDY,,,,
NIVEA MEN SHOWER GEL ORIGINAL CARE 250ML,NIVEA MEN SHOWER GEL,34013019,8904256000987,GST @18%,195.00,195.00,2.000,138.21,0.000,PERSONAL CARE,NIVEA,SKIN CARE,,,,
HALDIRAMS STRAWBERRY CRUSH 750ML,HALDIRAMS STRAWBERRY,2007,8904063259455,Tax 5%,160.00,160.00,-1.000,138.53,0.000,DRINKS AND BEVERAGES,HALDIRAMS,FRUIT DRINKS AND JUICES,,,,
HALDIRAMS SHIKANJEE CRUSH 750ML,HALDIRAMS SHIKANJEE,0,8904063270016,Tax 5%,140.00,140.00,0.000,119.05,0.000,DRINKS AND BEVERAGES,HALDIRAMS,FRUIT DRINKS AND JUICES,,,,
COMPLAN CLASSIC CHOCLATE FLAVOUR 200GM,COMPLAN CLASSIC CHOC,19019090,8901542015779,GST @28%,110.00,110.00,0.000,78.85,0.000,HEALTH,COMPLAN,FLAKES;CHOCOS;LOOPS;CEREALS,,,,
THE POWER COLOURED PERFUMED PHYNYLE 1LTR,THE POWER COLOURED P,0,15228,Tax 5%,60.00,60.00,0.000,27.00,0.000,HOUSEHOLD;KITCHEN;BATHROOM,SOUL BOWL,BATHROOM ACCESSORIES,,,,
GUBB COTTON BALLS 50PEC,GUBB  COTTON BALLS 5,5601,8906000423028,GST @12%,65.00,65.00,0.000,40.62,0.000,PERSONAL CARE,GUBB,SKIN CARE,,,,
RAMDEV KASURI METHI 50GM,RAMDEV KASURI METHI,0,8902188829058,Tax 5%,45.00,45.00,0.000,34.29,0.000,GROCERY;DALS,RAMDEV,MASALAS;SPICES;SEASONINGS,,,,
JOHNSONS BAND AID FLEXI ANTISEPTIC 30S,JOHNSONS BAND AID FL,0,8901012121481,Tax 5%,75.00,75.00,0.000,59.52,0.000,PERSONAL CARE,JOHNSON,SKIN CARE,,,,
SMITH & JONES PASTA MASALA 20GM,SMITH & JONES PASTA,2103,8901595863129,GST @12%,10.00,10.00,0.000,8.12,0.000,GROCERY;DALS,SMITH & JONES,MASALAS;SPICES;SEASONINGS,,,,
RORITO MAXINK GEL PEN,RORITO MAXINK GEL PE,0,8902532045387,Tax 5%,25.00,25.00,0.000,20.16,0.000,STATIONERY,RORITO,,,,,
SENSODYNE TOOTHPASTE WHITENING 70GM,SENSODYNE TOOTHPASTE,33061020,8901571008186,GST @18%,115.00,115.00,2.000,84.75,0.000,PERSONAL CARE,SENSODYNE,ORAL CARE,,,,
SUNDROP HEALTHY WORLD SOYABAN OIL 1LTR,SUNDROP HEALTHY WORL,0,8901512910301,Tax 5%,100.00,95.00,0.000,80.95,0.000,GROCERY;DALS,SUNDROP,EDIBLE OIL AND GHEE,,,,
VEGA FOOT FILE PD 21 ,VEGA FOOT FILE PD 21,30059070,8904086340369,GST @12%,140.00,140.00,0.000,99.98,0.000,PERSONAL CARE,VEGA,FOOT CARE,,,,
VEGA FOOT FILE PD 22,VEGA FOOT FILE PD 22,0,8904086340376,GST @12%,160.00,160.00,0.000,113.80,0.000,PERSONAL CARE,VEGA,FOOT CARE,,,,
VEGA NAIL FILE NFT 6,VEGA NAIL FILE NFT 6,82142090,15238,GST @18%,99.00,99.00,2.000,67.10,0.000,PERSONAL CARE,VEGA,SKIN CARE,,,,
VEGA HMC 42,VEGA HMC 42,0,8904086390067,Tax 5%,199.00,199.00,0.000,151.60,0.000,PERSONAL CARE,VEGA,HAIR CARE,,,,
HARRISON LOCK J 6 45 MM,HARRISON LOCK J 6 45,83011000,8901273000938,GST @18%,58.00,58.00,7.000,37.70,0.000,HOUSEHOLD;KITCHEN;BATHROOM,HARRISON,HOUSEHOLD ACCESSORIES,,,,
FEVIKWIK GEL 1GM,FEVIKWIK GEL 1GM,1301,8901860010296,GST @12%,10.00,10.00,-4.000,7.75,0.000,STATIONERY,PIDILITE,HOUSEHOLD ACCESSORIES,,,,
